0,0,0
1,0,4
1,1,4
1,2,4
1,3,5
1,4,5
1,5,3
1,6,5
1,7,4
1,8,5
1,9,5
1,10,5
1,11,5
1,12,3
1,13,5
1,14,4
1,15,5
1,16,3
1,17,3
1,18,5
1,19,4
1,20,4
1,21,5
1,22,4
1,23,3
1,24,4
1,25,5
1,26,4
1,27,3
1,28,5
1,29,4
1,30,4
1,31,5
1,32,4
1,33,4
1,34,4
1,35,5
1,36,5
1,37,3
1,38,5
1,39,3
1,40,4
1,41,3
1,42,3
1,43,4
1,44,5
1,45,5
1,46,5
1,47,4
1,48,5
1,49,3
1,50,5
1,51,5
1,52,5
1,53,5
1,54,3
1,55,5
1,56,5
1,57,4
1,58,5
1,59,4
1,60,5
1,61,5
1,62,5
1,63,4
1,64,5
1,65,5
1,66,4
1,67,5
1,68,5
1,69,5
1,70,5
1,71,5
1,72,4
1,73,5
1,74,5
1,75,4
1,76,2
1,77,5
1,78,5
1,79,5
1,80,5
1,81,5
1,82,5
1,83,3
1,84,4
1,85,5
1,86,5
1,87,5
1,88,5
1,89,5
1,90,5
1,91,4
1,92,3
1,93,3
1,94,3
1,95,3
1,96,4
1,97,4
1,98,5
1,99,4
1,100,5
1,101,3
1,102,5
1,103,5
1,104,4
1,105,5
1,106,3
1,107,3
1,108,5
1,109,4
1,110,4
1,111,5
1,112,4
1,113,4
1,114,5
1,115,5
1,116,4
1,117,4
1,118,5
1,119,4
1,120,5
1,121,4
1,122,5
1,123,4
1,124,5
1,125,4
1,126,5
1,127,5
1,128,5
1,129,3
1,130,5
1,131,4
1,132,4
1,133,4
1,134,5
1,135,5
1,136,5
1,137,5
1,138,5
1,139,4
1,140,5
1,141,4
1,142,4
1,143,2
1,144,4
1,145,4
1,146,5
1,147,5
1,148,2
1,149,5
1,150,4
1,151,5
1,152,2
1,153,5
1,154,4
1,155,3
1,156,5
1,157,4
1,158,5
1,159,5
1,160,4
1,161,4
1,162,5
1,163,3
1,164,5
1,165,5
1,166,5
1,167,5
1,168,5
1,169,4
1,170,2
1,171,4
1,172,4
1,173,5
1,174,4
1,175,4
1,176,5
1,177,3
1,178,5
1,179,5
1,180,5
1,181,5
1,182,4
1,183,4
1,184,5
1,185,5
1,186,5
1,187,4
1,188,5
1,189,5
1,190,5
1,191,5
1,192,5
1,193,4
1,194,5
1,195,5
1,196,5
1,197,4
1,198,5
1,199,5
1,200,5
1,201,5
1,202,4
1,203,5
1,204,4
1,205,1
1,206,3
1,207,3
1,208,5
1,209,5
1,210,5
1,211,4
1,212,4
1,213,5
1,214,5
1,215,5
1,216,4
1,217,4
1,218,4
1,219,5
1,220,4
1,221,4
1,222,5
1,223,5
1,224,5
1,225,5
1,226,4
1,227,4
1,228,5
1,229,4
1,230,4
1,231,5
2,232,3
2,18,4
2,233,4
2,219,4
2,234,4
2,235,3
2,236,4
2,237,4
2,238,4
2,239,5
2,240,4
2,241,3
2,242,4
2,243,3
2,244,4
2,245,4
2,246,5
2,247,4
2,248,5
2,249,3
2,250,2
2,251,3
2,252,5
2,253,3
2,254,4
2,255,2
2,256,3
2,257,5
2,258,5
3,259,0
3,28,0
3,260,0
3,261,0
3,262,0
3,263,5
3,264,0
3,265,0
3,266,0
3,267,0
3,268,0
3,86,3
3,269,0
3,270,3
3,102,4
3,120,0
3,271,0
3,128,0
3,133,2
3,272,4
3,273,0
3,274,5
3,275,4
3,276,0
3,224,5
3,277,0
3,278,5
3,279,0
3,280,5
3,281,5
3,282,4
3,283,5
3,284,0
3,285,5
3,286,4
3,287,5
3,288,4
3,289,5
3,290,0
4,291,3
4,292,2
4,293,3
4,3,2
4,294,3
4,295,3
4,296,4
4,297,5
4,298,1
4,299,5
4,300,3
4,301,5
4,302,2
4,303,5
4,304,1
4,305,5
4,14,2
4,306,3
4,15,5
4,307,5
4,16,1
4,308,5
4,309,5
4,310,4
4,311,4
4,312,3
4,313,3
4,314,4
4,315,2
4,24,1
4,316,2
4,25,5
4,317,5
4,318,5
4,319,1
4,320,5
4,321,1
4,31,2
4,322,4
4,34,5
4,323,3
4,324,2
4,36,5
4,37,3
4,325,4
4,326,3
4,327,4
4,328,4
4,329,5
4,330,4
4,331,4
4,332,4
4,333,5
4,334,5
4,335,5
4,264,5
4,44,5
4,336,5
4,337,5
4,338,3
4,52,4
4,339,5
4,340,3
4,59,2
4,60,4
4,341,5
4,342,2
4,61,5
4,343,5
4,344,5
4,345,3
4,346,5
4,67,5
4,347,4
4,348,1
4,349,5
4,68,5
4,69,5
4,70,3
4,350,2
4,351,5
4,352,1
4,74,4
4,76,4
4,353,4
4,354,5
4,355,4
4,84,4
4,356,4
4,357,2
4,88,5
4,358,5
4,359,4
4,89,4
4,360,3
4,361,1
4,362,5
4,363,4
4,97,4
4,98,4
4,101,3
4,364,1
4,103,2
4,365,4
4,233,1
4,366,4
4,108,4
4,367,5
4,368,3
4,369,5
4,370,2
